"antibody","cell","composite","control","control_id","data_type","data_version","date_resubmitted","date_submitted","date_unrestricted","dcc_accession","geo_sample_accession","grant","lab","lab_version","md5sum","obj_status","orig_assembly","project","replicate","seq_platform","set_type","sex","size","software_version","sub_id","submitted_data_version","table_name","treatment","type","view","filename","fname","url"
"H3K27me3","A549","wgEncodeBroadHistone","std","wgEncodeEH003075","ChipSeq","ENCODE Jul 2012 Freeze",,#2012-07-25#,#2013-04-25#,"wgEncodeEH003119","GSM1003577","Bernstein","Broad",,"65f3bc6525edddd593c901773f26e0ac",,"hg19","wgEncode",,"Illumina_HiSeq_2000","exp",,"653K","ScriptureVPaperR3",7621,,"wgEncodeBroadHistoneA549H3k27me3Dex100nmPk","DEX_100nM","broadPeak","Peaks","wgEncodeBroadHistoneA549H3k27me3Dex100nmPk.broadPeak.gz","wgEncodeBroadHistoneA549H3k27me3Dex100nmPk.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeBroadHistone/wgEncodeBroadHistoneA549H3k27me3Dex100nmPk.broadPeak.gz"
"H3K27me3","A549","wgEncodeBroadHistone","std","wgEncodeEH003075","ChipSeq","ENCODE Jul 2012 Freeze",,#2012-07-25#,#2013-04-25#,"wgEncodeEH003119","GSM1003577","Bernstein","Broad",,"66f4a65a1a98306c6d35c404007db572",,"hg19","wgEncode",,"Illumina_HiSeq_2000","exp",,"452M",,7621,,"wgEncodeBroadHistoneA549H3k27me3Dex100nmSig","DEX_100nM","bigWig","Signal","wgEncodeBroadHistoneA549H3k27me3Dex100nmSig.bigWig","wgEncodeBroadHistoneA549H3k27me3Dex100nmSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeBroadHistone/wgEncodeBroadHistoneA549H3k27me3Dex100nmSig.bigWig"
"H3K27me3","A549","wgEncodeBroadHistone","std","wgEncodeEH003076","ChipSeq","ENCODE Jul 2012 Freeze",,#2012-07-25#,#2013-04-25#,"wgEncodeEH003120","GSM1003455","Bernstein","Broad",,"18c7a9fce75ef8c9bc6dba313c11def8",,"hg19","wgEncode",,"Illumina_HiSeq_2000","exp",,"812K","ScriptureVPaperR3",7625,,"wgEncodeBroadHistoneA549H3k27me3Etoh02Pk","EtOH_0.02pct","broadPeak","Peaks","wgEncodeBroadHistoneA549H3k27me3Etoh02Pk.broadPeak.gz","wgEncodeBroadHistoneA549H3k27me3Etoh02Pk.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeBroadHistone/wgEncodeBroadHistoneA549H3k27me3Etoh02Pk.broadPeak.gz"
"H3K27me3","A549","wgEncodeBroadHistone","std","wgEncodeEH003076","ChipSeq","ENCODE Jul 2012 Freeze",,#2012-07-25#,#2013-04-25#,"wgEncodeEH003120","GSM1003455","Bernstein","Broad",,"582fe0a9eb9428a062a2724a17661b5a",,"hg19","wgEncode",,"Illumina_HiSeq_2000","exp",,"576M",,7625,,"wgEncodeBroadHistoneA549H3k27me3Etoh02Sig","EtOH_0.02pct","bigWig","Signal","wgEncodeBroadHistoneA549H3k27me3Etoh02Sig.bigWig","wgEncodeBroadHistoneA549H3k27me3Etoh02Sig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeBroadHistone/wgEncodeBroadHistoneA549H3k27me3Etoh02Sig.bigWig"
"H3K36me3","A549","wgEncodeBroadHistone","std","wgEncodeEH003075","ChipSeq","ENCODE Jul 2012 Freeze",,#2012-07-28#,#2013-04-28#,"wgEncodeEH003142","GSM1003494","Bernstein","Broad",,"e17783e6bdcf9e5ce03525f1066a2cdf",,"hg19","wgEncode",,"Illumina_HiSeq_2000","exp",,"530K","ScriptureVPaperR3",7731,,"wgEncodeBroadHistoneA549H3k36me3Dex100nmPk","DEX_100nM","broadPeak","Peaks","wgEncodeBroadHistoneA549H3k36me3Dex100nmPk.broadPeak.gz","wgEncodeBroadHistoneA549H3k36me3Dex100nmPk.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeBroadHistone/wgEncodeBroadHistoneA549H3k36me3Dex100nmPk.broadPeak.gz"
"H3K36me3","A549","wgEncodeBroadHistone","std","wgEncodeEH003075","ChipSeq","ENCODE Jul 2012 Freeze",,#2012-07-28#,#2013-04-28#,"wgEncodeEH003142","GSM1003494","Bernstein","Broad",,"09c38369c081b5e8cb68ac1b34ba7d72",,"hg19","wgEncode",,"Illumina_HiSeq_2000","exp",,"497M",,7731,,"wgEncodeBroadHistoneA549H3k36me3Dex100nmSig","DEX_100nM","bigWig","Signal","wgEncodeBroadHistoneA549H3k36me3Dex100nmSig.bigWig","wgEncodeBroadHistoneA549H3k36me3Dex100nmSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeBroadHistone/wgEncodeBroadHistoneA549H3k36me3Dex100nmSig.bigWig"
"H3K36me3","A549","wgEncodeBroadHistone","std","wgEncodeEH003076","ChipSeq","ENCODE Jul 2012 Freeze",,#2012-07-25#,#2013-04-25#,"wgEncodeEH003121","GSM1003456","Bernstein","Broad",,"5ff58bf2f5c9eb4a0f51cc0dcc8c16a5",,"hg19","wgEncode",,"Illumina_HiSeq_2000","exp",,"664K","ScriptureVPaperR3",7626,,"wgEncodeBroadHistoneA549H3k36me3Etoh02Pk","EtOH_0.02pct","broadPeak","Peaks","wgEncodeBroadHistoneA549H3k36me3Etoh02Pk.broadPeak.gz","wgEncodeBroadHistoneA549H3k36me3Etoh02Pk.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeBroadHistone/wgEncodeBroadHistoneA549H3k36me3Etoh02Pk.broadPeak.gz"
"H3K36me3","A549","wgEncodeBroadHistone","std","wgEncodeEH003076","ChipSeq","ENCODE Jul 2012 Freeze",,#2012-07-25#,#2013-04-25#,"wgEncodeEH003121","GSM1003456","Bernstein","Broad",,"7336000bbc44e559cb1193767547cbf7",,"hg19","wgEncode",,"Illumina_HiSeq_2000","exp",,"577M",,7626,,"wgEncodeBroadHistoneA549H3k36me3Etoh02Sig","EtOH_0.02pct","bigWig","Signal","wgEncodeBroadHistoneA549H3k36me3Etoh02Sig.bigWig","wgEncodeBroadHistoneA549H3k36me3Etoh02Sig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeBroadHistone/wgEncodeBroadHistoneA549H3k36me3Etoh02Sig.bigWig"
"H3K79me2","A549","wgEncodeBroadHistone","std","wgEncodeEH003075","ChipSeq","ENCODE Mar 2012 Freeze",,#2012-03-15#,#2012-12-15#,"wgEncodeEH003078","GSM1003543","Bernstein","Broad",,"13eec84c5843bc3bf07a172308cfd330",,"hg19","wgEncode",,"Illumina_HiSeq_2000","exp",,"513K","ScriptureVPaperR3",5999,,"wgEncodeBroadHistoneA549H3k79me2Dex100nmPk","DEX_100nM","broadPeak","Peaks","wgEncodeBroadHistoneA549H3k79me2Dex100nmPk.broadPeak.gz","wgEncodeBroadHistoneA549H3k79me2Dex100nmPk.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeBroadHistone/wgEncodeBroadHistoneA549H3k79me2Dex100nmPk.broadPeak.gz"
"H3K79me2","A549","wgEncodeBroadHistone","std","wgEncodeEH003075","ChipSeq","ENCODE Mar 2012 Freeze",,#2012-03-15#,#2012-12-15#,"wgEncodeEH003078","GSM1003543","Bernstein","Broad",,"31f43f870d87501a47828193ee43676c",,"hg19","wgEncode",,"Illumina_HiSeq_2000","exp",,"274M",,5999,,"wgEncodeBroadHistoneA549H3k79me2Dex100nmSig","DEX_100nM","bigWig","Signal","wgEncodeBroadHistoneA549H3k79me2Dex100nmSig.bigWig","wgEncodeBroadHistoneA549H3k79me2Dex100nmSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeBroadHistone/wgEncodeBroadHistoneA549H3k79me2Dex100nmSig.bigWig"
"H3K79me2","A549","wgEncodeBroadHistone","std","wgEncodeEH003076","ChipSeq","ENCODE Jul 2012 Freeze",,#2012-07-24#,#2013-04-23#,"wgEncodeEH003099","GSM1003512","Bernstein","Broad",,"e2ec15c711ba1c10d15028b4cb836e4a",,"hg19","wgEncode",,"Illumina_HiSeq_2000","exp",,"487K","ScriptureVPaperR3",7585,,"wgEncodeBroadHistoneA549H3k79me2Etoh02Pk","EtOH_0.02pct","broadPeak","Peaks","wgEncodeBroadHistoneA549H3k79me2Etoh02Pk.broadPeak.gz","wgEncodeBroadHistoneA549H3k79me2Etoh02Pk.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeBroadHistone/wgEncodeBroadHistoneA549H3k79me2Etoh02Pk.broadPeak.gz"
"H3K79me2","A549","wgEncodeBroadHistone","std","wgEncodeEH003076","ChipSeq","ENCODE Jul 2012 Freeze",,#2012-07-24#,#2013-04-23#,"wgEncodeEH003099","GSM1003512","Bernstein","Broad",,"73a0e6b1c6d6e5aca5a086b646442ee5",,"hg19","wgEncode",,"Illumina_HiSeq_2000","exp",,"425M",,7585,,"wgEncodeBroadHistoneA549H3k79me2Etoh02Sig","EtOH_0.02pct","bigWig","Signal","wgEncodeBroadHistoneA549H3k79me2Etoh02Sig.bigWig","wgEncodeBroadHistoneA549H3k79me2Etoh02Sig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeBroadHistone/wgEncodeBroadHistoneA549H3k79me2Etoh02Sig.bigWig"
"H4K20me1","A549","wgEncodeBroadHistone","std","wgEncodeEH003076","ChipSeq","ENCODE Jul 2012 Freeze",,#2012-07-25#,#2013-04-25#,"wgEncodeEH003124","GSM1003458","Bernstein","Broad",,"7960e9ad2306aa78838e4dcd67fc2590",,"hg19","wgEncode",,"Illumina_HiSeq_2000","exp",,"454K","ScriptureVPaperR3",7629,,"wgEncodeBroadHistoneA549H4k20me1Etoh02Pk","EtOH_0.02pct","broadPeak","Peaks","wgEncodeBroadHistoneA549H4k20me1Etoh02Pk.broadPeak.gz","wgEncodeBroadHistoneA549H4k20me1Etoh02Pk.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeBroadHistone/wgEncodeBroadHistoneA549H4k20me1Etoh02Pk.broadPeak.gz"
"H4K20me1","A549","wgEncodeBroadHistone","std","wgEncodeEH003076","ChipSeq","ENCODE Jul 2012 Freeze",,#2012-07-25#,#2013-04-25#,"wgEncodeEH003124","GSM1003458","Bernstein","Broad",,"715cbea7bcae53b9833952d651961485",,"hg19","wgEncode",,"Illumina_HiSeq_2000","exp",,"486M",,7629,,"wgEncodeBroadHistoneA549H4k20me1Etoh02Sig","EtOH_0.02pct","bigWig","Signal","wgEncodeBroadHistoneA549H4k20me1Etoh02Sig.bigWig","wgEncodeBroadHistoneA549H4k20me1Etoh02Sig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeBroadHistone/wgEncodeBroadHistoneA549H4k20me1Etoh02Sig.bigWig"
"Control","CD20+","wgEncodeBroadHistone","std","wgEncodeEH003132","ChipSeq","ENCODE Jul 2012 Freeze",,#2012-07-26#,#2013-04-25#,"wgEncodeEH003132","GSM1003477","Bernstein","Broad",,"c3f33df44e1064744ac21a1ef73b0253",,"hg19","wgEncode",,"Illumina_HiSeq_2000","exp",,"577M",,7643,,"wgEncodeBroadHistoneCd20ControlSig","None","bigWig","Signal","wgEncodeBroadHistoneCd20ControlSig.bigWig","wgEncodeBroadHistoneCd20ControlSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeBroadHistone/wgEncodeBroadHistoneCd20ControlSig.bigWig"
"CTCF","CD20+","wgEncodeBroadHistone","std","wgEncodeEH003132","ChipSeq","ENCODE Jul 2012 Freeze",,#2012-07-26#,#2013-04-25#,"wgEncodeEH003131","GSM1003474","Bernstein","Broad",,"3a5670c981b8d38f893d9b327a229f87",,"hg19","wgEncode",,"Illumina_HiSeq_2000","exp",,"867K","ScriptureVPaperR3",7638,,"wgEncodeBroadHistoneCd20CtcfPk","None","broadPeak","Peaks","wgEncodeBroadHistoneCd20CtcfPk.broadPeak.gz","wgEncodeBroadHistoneCd20CtcfPk.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeBroadHistone/wgEncodeBroadHistoneCd20CtcfPk.broadPeak.gz"
"CTCF","CD20+","wgEncodeBroadHistone","std","wgEncodeEH003132","ChipSeq","ENCODE Jul 2012 Freeze",,#2012-07-26#,#2013-04-25#,"wgEncodeEH003131","GSM1003474","Bernstein","Broad",,"3d72295021c7cdea8da07bf260162585",,"hg19","wgEncode",,"Illumina_HiSeq_2000","exp",,"442M",,7638,,"wgEncodeBroadHistoneCd20CtcfSig","None","bigWig","Signal","wgEncodeBroadHistoneCd20CtcfSig.bigWig","wgEncodeBroadHistoneCd20CtcfSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeBroadHistone/wgEncodeBroadHistoneCd20CtcfSig.bigWig"
"H2A.Z","CD20+","wgEncodeBroadHistone","std","wgEncodeEH003132","ChipSeq","ENCODE Jul 2012 Freeze",,#2012-07-26#,#2013-04-25#,"wgEncodeEH003133","GSM1003476","Bernstein","Broad",,"ec2fca4f1b4cfab5dc1883b6a2d17ba2",,"hg19","wgEncode",,"Illumina_HiSeq_2000","exp",,"1002K","ScriptureVPaperR3",7640,,"wgEncodeBroadHistoneCd20H2azPk","None","broadPeak","Peaks","wgEncodeBroadHistoneCd20H2azPk.broadPeak.gz","wgEncodeBroadHistoneCd20H2azPk.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeBroadHistone/wgEncodeBroadHistoneCd20H2azPk.broadPeak.gz"
"H2A.Z","CD20+","wgEncodeBroadHistone","std","wgEncodeEH003132","ChipSeq","ENCODE Jul 2012 Freeze",,#2012-07-26#,#2013-04-25#,"wgEncodeEH003133","GSM1003476","Bernstein","Broad",,"255f2e9edd03bac050cdd3f4a4e9d2ac",,"hg19","wgEncode",,"Illumina_HiSeq_2000","exp",,"316M",,7640,,"wgEncodeBroadHistoneCd20H2azSig","None","bigWig","Signal","wgEncodeBroadHistoneCd20H2azSig.bigWig","wgEncodeBroadHistoneCd20H2azSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeBroadHistone/wgEncodeBroadHistoneCd20H2azSig.bigWig"
"H3K4me2","CD20+","wgEncodeBroadHistone","std","wgEncodeEH003132","ChipSeq","ENCODE Jul 2012 Freeze",,#2012-07-26#,#2013-04-25#,"wgEncodeEH003134","GSM1003471","Bernstein","Broad",,"15d6ed2bfdc72450277a3bf9c2d93ddc",,"hg19","wgEncode",,"Illumina_HiSeq_2000","exp",,"1.1M","ScriptureVPaperR3",7642,,"wgEncodeBroadHistoneCd20H3k04me2Pk","None","broadPeak","Peaks","wgEncodeBroadHistoneCd20H3k04me2Pk.broadPeak.gz","wgEncodeBroadHistoneCd20H3k04me2Pk.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeBroadHistone/wgEncodeBroadHistoneCd20H3k04me2Pk.broadPeak.gz"
"H3K4me2","CD20+","wgEncodeBroadHistone","std","wgEncodeEH003132","ChipSeq","ENCODE Jul 2012 Freeze",,#2012-07-26#,#2013-04-25#,"wgEncodeEH003134","GSM1003471","Bernstein","Broad",,"facbf93b687637514d312622053c1bc1",,"hg19","wgEncode",,"Illumina_HiSeq_2000","exp",,"335M",,7642,,"wgEncodeBroadHistoneCd20H3k04me2Sig","None","bigWig","Signal","wgEncodeBroadHistoneCd20H3k04me2Sig.bigWig","wgEncodeBroadHistoneCd20H3k04me2Sig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeBroadHistone/wgEncodeBroadHistoneCd20H3k04me2Sig.bigWig"
"EZH2_(39875)","CD20+_RO01794","wgEncodeBroadHistone","std","wgEncodeEH003132","ChipSeq","ENCODE Jul 2012 Freeze",,#2012-07-26#,#2013-04-25#,"wgEncodeEH003135","GSM1003470","Bernstein","Broad",,"c4e8b88da85913662eeafc36485e1bd6",,"hg19","wgEncode",,"Illumina_HiSeq_2000","exp",,"215K","ScriptureVPaperR3",7639,,"wgEncodeBroadHistoneCd20ro01794Ezh239875Pk","None","broadPeak","Peaks","wgEncodeBroadHistoneCd20ro01794Ezh239875Pk.broadPeak.gz","wgEncodeBroadHistoneCd20ro01794Ezh239875Pk.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeBroadHistone/wgEncodeBroadHistoneCd20ro01794Ezh239875Pk.broadPeak.gz"
"EZH2_(39875)","CD20+_RO01794","wgEncodeBroadHistone","std","wgEncodeEH003132","ChipSeq","ENCODE Jul 2012 Freeze",,#2012-07-26#,#2013-04-25#,"wgEncodeEH003135","GSM1003470","Bernstein","Broad",,"a3457a6ccff0ced1372c98e4f1258387",,"hg19","wgEncode",,"Illumina_HiSeq_2000","exp",,"413M",,7639,,"wgEncodeBroadHistoneCd20ro01794Ezh239875Sig","None","bigWig","Signal","wgEncodeBroadHistoneCd20ro01794Ezh239875Sig.bigWig","wgEncodeBroadHistoneCd20ro01794Ezh239875Sig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeBroadHistone/wgEncodeBroadHistoneCd20ro01794Ezh239875Sig.bigWig"
"H3K27ac","CD20+_RO01794","wgEncodeBroadHistone","std","wgEncodeEH003132","ChipSeq","ENCODE Jul 2012 Freeze",,#2012-07-25#,#2013-04-25#,"wgEncodeEH003125","GSM1003459","Bernstein","Broad",,"3013c8d10c239b60427266eff640f44c",,"hg19","wgEncode",,"Illumina_HiSeq_2000","exp",,"783K","ScriptureVPaperR3",7641,,"wgEncodeBroadHistoneCd20ro01794H3k27acPk","None","broadPeak","Peaks","wgEncodeBroadHistoneCd20ro01794H3k27acPk.broadPeak.gz","wgEncodeBroadHistoneCd20ro01794H3k27acPk.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeBroadHistone/wgEncodeBroadHistoneCd20ro01794H3k27acPk.broadPeak.gz"
"H3K27ac","CD20+_RO01794","wgEncodeBroadHistone","std","wgEncodeEH003132","ChipSeq","ENCODE Jul 2012 Freeze",,#2012-07-25#,#2013-04-25#,"wgEncodeEH003125","GSM1003459","Bernstein","Broad",,"127e6bf84b244d6e92e93501c5d6ad35",,"hg19","wgEncode",,"Illumina_HiSeq_2000","exp",,"518M",,7641,,"wgEncodeBroadHistoneCd20ro01794H3k27acSig","None","bigWig","Signal","wgEncodeBroadHistoneCd20ro01794H3k27acSig.bigWig","wgEncodeBroadHistoneCd20ro01794H3k27acSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeBroadHistone/wgEncodeBroadHistoneCd20ro01794H3k27acSig.bigWig"
"H4K20me1","CD20+_RO01794","wgEncodeBroadHistone","std","wgEncodeEH003132","ChipSeq","ENCODE Jul 2012 Freeze",,#2012-07-28#,#2013-04-28#,"wgEncodeEH003145","GSM1003497","Bernstein","Broad",,"b81e9bc422877d2c444b0c3de6d26903",,"hg19","wgEncode",,"Illumina_HiSeq_2000","exp",,"338K","ScriptureVPaperR3",7732,,"wgEncodeBroadHistoneCd20ro01794H4k20me1Pk","None","broadPeak","Peaks","wgEncodeBroadHistoneCd20ro01794H4k20me1Pk.broadPeak.gz","wgEncodeBroadHistoneCd20ro01794H4k20me1Pk.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeBroadHistone/wgEncodeBroadHistoneCd20ro01794H4k20me1Pk.broadPeak.gz"
"H4K20me1","CD20+_RO01794","wgEncodeBroadHistone","std","wgEncodeEH003132","ChipSeq","ENCODE Jul 2012 Freeze",,#2012-07-28#,#2013-04-28#,"wgEncodeEH003145","GSM1003497","Bernstein","Broad",,"60fb1d8b73ac2e044f3f8544f2e6dc7a",,"hg19","wgEncode",,"Illumina_HiSeq_2000","exp",,"414M",,7732,,"wgEncodeBroadHistoneCd20ro01794H4k20me1Sig","None","bigWig","Signal","wgEncodeBroadHistoneCd20ro01794H4k20me1Sig.bigWig","wgEncodeBroadHistoneCd20ro01794H4k20me1Sig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeBroadHistone/wgEncodeBroadHistoneCd20ro01794H4k20me1Sig.bigWig"
"Input","Dnd41","wgEncodeBroadHistone","std","wgEncodeEH002434","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-10-26#,#2012-07-25#,"wgEncodeEH002434","GSM1003558","Bernstein","Broad",,"d9fcb7da153344d686d714099f15b48c",,"hg19","wgEncode",,,"exp",,"534M",,5022,,"wgEncodeBroadHistoneDnd41ControlStdSig","None","bigWig","Signal","wgEncodeBroadHistoneDnd41ControlStdSig.bigWig","wgEncodeBroadHistoneDnd41ControlStdSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeBroadHistone/wgEncodeBroadHistoneDnd41ControlStdSig.bigWig"
"CTCF","Dnd41","wgEncodeBroadHistone","std","wgEncodeEH002434","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-10-21#,#2012-07-21#,"wgEncodeEH002402","GSM1003464","Bernstein","Broad",,"41655369e1b291bcd022dd764042ce35",,"hg19","wgEncode",,,"exp",,"5.1M","ScriptureVPaperR3",4972,,"wgEncodeBroadHistoneDnd41CtcfPk","None","broadPeak","Peaks","wgEncodeBroadHistoneDnd41CtcfPk.broadPeak.gz","wgEncodeBroadHistoneDnd41CtcfPk.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeBroadHistone/wgEncodeBroadHistoneDnd41CtcfPk.broadPeak.gz"
"CTCF","Dnd41","wgEncodeBroadHistone","std","wgEncodeEH002434","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-10-21#,#2012-07-21#,"wgEncodeEH002402","GSM1003464","Bernstein","Broad",,"0e3d94adc9d6ad258ebeb8d3c1609b93",,"hg19","wgEncode",,,"exp",,"300M",,4972,,"wgEncodeBroadHistoneDnd41CtcfSig","None","bigWig","Signal","wgEncodeBroadHistoneDnd41CtcfSig.bigWig","wgEncodeBroadHistoneDnd41CtcfSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeBroadHistone/wgEncodeBroadHistoneDnd41CtcfSig.bigWig"
"EZH2_(39875)","Dnd41","wgEncodeBroadHistone","std","wgEncodeEH002434","ChipSeq","ENCODE Mar 2012 Freeze",,#2012-03-15#,#2012-12-15#,"wgEncodeEH003080","GSM1003522","Bernstein","Broad",,"b1d123e2eb46b7144b4a96559375d875",,"hg19","wgEncode",,"Illumina_GA2x","exp",,"2.3M","ScriptureVPaperR3",6002,,"wgEncodeBroadHistoneDnd41Ezh239875Pk","None","broadPeak","Peaks","wgEncodeBroadHistoneDnd41Ezh239875Pk.broadPeak.gz","wgEncodeBroadHistoneDnd41Ezh239875Pk.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeBroadHistone/wgEncodeBroadHistoneDnd41Ezh239875Pk.broadPeak.gz"
"EZH2_(39875)","Dnd41","wgEncodeBroadHistone","std","wgEncodeEH002434","ChipSeq","ENCODE Mar 2012 Freeze",,#2012-03-15#,#2012-12-15#,"wgEncodeEH003080","GSM1003522","Bernstein","Broad",,"8cf94d93cdcfd7e1b7b88045dc9c478b",,"hg19","wgEncode",,"Illumina_GA2x","exp",,"517M",,6002,,"wgEncodeBroadHistoneDnd41Ezh239875Sig","None","bigWig","Signal","wgEncodeBroadHistoneDnd41Ezh239875Sig.bigWig","wgEncodeBroadHistoneDnd41Ezh239875Sig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeBroadHistone/wgEncodeBroadHistoneDnd41Ezh239875Sig.bigWig"
"H2A.Z","Dnd41","wgEncodeBroadHistone","std","wgEncodeEH002434","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-10-21#,#2012-07-21#,"wgEncodeEH002403","GSM1003465","Bernstein","Broad",,"cd132e8d874f6e6552d6189ba78f5d61",,"hg19","wgEncode",,,"exp",,"1.1M","ScriptureVPaperR3",4994,,"wgEncodeBroadHistoneDnd41H2azPk","None","broadPeak","Peaks","wgEncodeBroadHistoneDnd41H2azPk.broadPeak.gz","wgEncodeBroadHistoneDnd41H2azPk.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeBroadHistone/wgEncodeBroadHistoneDnd41H2azPk.broadPeak.gz"
"H2A.Z","Dnd41","wgEncodeBroadHistone","std","wgEncodeEH002434","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-10-21#,#2012-07-21#,"wgEncodeEH002403","GSM1003465","Bernstein","Broad",,"bc6d2acc70b120caff8acffdc434e100",,"hg19","wgEncode",,,"exp",,"453M",,4994,,"wgEncodeBroadHistoneDnd41H2azSig","None","bigWig","Signal","wgEncodeBroadHistoneDnd41H2azSig.bigWig","wgEncodeBroadHistoneDnd41H2azSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeBroadHistone/wgEncodeBroadHistoneDnd41H2azSig.bigWig"
"H3K4me1","Dnd41","wgEncodeBroadHistone","std","wgEncodeEH002434","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-10-21#,#2012-07-21#,"wgEncodeEH002406","GSM1003460","Bernstein","Broad",,"f86bafe6401625088a9f197697406203",,"hg19","wgEncode",,,"exp",,"1.1M","ScriptureVPaperR3",4985,,"wgEncodeBroadHistoneDnd41H3k04me1Pk","None","broadPeak","Peaks","wgEncodeBroadHistoneDnd41H3k04me1Pk.broadPeak.gz","wgEncodeBroadHistoneDnd41H3k04me1Pk.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeBroadHistone/wgEncodeBroadHistoneDnd41H3k04me1Pk.broadPeak.gz"
"H3K4me1","Dnd41","wgEncodeBroadHistone","std","wgEncodeEH002434","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-10-21#,#2012-07-21#,"wgEncodeEH002406","GSM1003460","Bernstein","Broad",,"d4bb13f12c5a44a62979ff19fe6086cf",,"hg19","wgEncode",,,"exp",,"310M",,4985,,"wgEncodeBroadHistoneDnd41H3k04me1Sig","None","bigWig","Signal","wgEncodeBroadHistoneDnd41H3k04me1Sig.bigWig","wgEncodeBroadHistoneDnd41H3k04me1Sig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeBroadHistone/wgEncodeBroadHistoneDnd41H3k04me1Sig.bigWig"
"H3K4me2","Dnd41","wgEncodeBroadHistone","std","wgEncodeEH002434","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-10-21#,#2012-07-21#,"wgEncodeEH002407","GSM1003461","Bernstein","Broad",,"8dcc22026782b7b714d432cc0c45c13d",,"hg19","wgEncode",,,"exp",,"580K","ScriptureVPaperR3",4983,,"wgEncodeBroadHistoneDnd41H3k04me2Pk","None","broadPeak","Peaks","wgEncodeBroadHistoneDnd41H3k04me2Pk.broadPeak.gz","wgEncodeBroadHistoneDnd41H3k04me2Pk.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeBroadHistone/wgEncodeBroadHistoneDnd41H3k04me2Pk.broadPeak.gz"
