"antibody","cell","composite","control","control_id","data_type","data_version","date_resubmitted","date_submitted","date_unrestricted","dcc_accession","geo_sample_accession","grant","lab","lab_version","md5sum","obj_status","orig_assembly","project","replicate","set_type","size","software_version","sub_id","submitted_data_version","table_name","treatment","type","view","filename","fname","url"
"c-Fos","GM12878","wgEncodeSydhTfbs","std","wgEncodeEH000625","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-06-03#,#2012-03-03#,"wgEncodeEH000622","GSM935409","Snyder","Yale",,"3af9eb3e6946e9db84925ae4f2f31e75",,"hg18","wgEncode",,"exp","29K",,4165,,"wgEncodeSydhTfbsGm12878CfosStdPk","None","narrowPeak","Peaks","wgEncodeSydhTfbsGm12878CfosStdPk.narrowPeak.gz","wgEncodeSydhTfbsGm12878CfosStdPk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeSydhTfbs/wgEncodeSydhTfbsGm12878CfosStdPk.narrowPeak.gz"
"c-Fos","GM12878","wgEncodeSydhTfbs","std","wgEncodeEH000625","ChipSeq","ENCODE Jan 2011 Freeze",,#2010-12-02#,#2011-09-01#,"wgEncodeEH000622","GSM935409","Snyder","Yale",,"5475bb9382be21439a8bf28b97a1cd80",,"hg18","wgEncode",,"exp","271M",,3053,,"wgEncodeSydhTfbsGm12878CfosStdSig","None","bigWig","Signal","wgEncodeSydhTfbsGm12878CfosStdSig.bigWig","wgEncodeSydhTfbsGm12878CfosStdSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeSydhTfbs/wgEncodeSydhTfbsGm12878CfosStdSig.bigWig"
"CHD1_(A301-218A)","GM12878","wgEncodeSydhTfbs","IgG-mus","wgEncodeEH000706","ChipSeq","ENCODE Mar 2012 Freeze",,#2012-02-04#,#2012-11-03#,"wgEncodeEH002823","GSM935301","Snyder","Stanford","PeakSeq1.0","5bcacfb808cf88352d15ed49ee006cca",,,"wgEncode",,"exp","550K",,5507,,"wgEncodeSydhTfbsGm12878Chd1a301218aIggmusPk","None","narrowPeak","Peaks","wgEncodeSydhTfbsGm12878Chd1a301218aIggmusPk.narrowPeak.gz","wgEncodeSydhTfbsGm12878Chd1a301218aIggmusPk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeSydhTfbs/wgEncodeSydhTfbsGm12878Chd1a301218aIggmusPk.narrowPeak.gz"
"CHD1_(A301-218A)","GM12878","wgEncodeSydhTfbs","IgG-mus","wgEncodeEH000706","ChipSeq","ENCODE Mar 2012 Freeze",,#2012-02-04#,#2012-11-03#,"wgEncodeEH002823","GSM935301","Snyder","Stanford","PeakSeq1.0","258aa98a810292c688ac757522550c73",,,"wgEncode",,"exp","340M",,5507,,"wgEncodeSydhTfbsGm12878Chd1a301218aIggmusSig","None","bigWig","Signal","wgEncodeSydhTfbsGm12878Chd1a301218aIggmusSig.bigWig","wgEncodeSydhTfbsGm12878Chd1a301218aIggmusSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeSydhTfbs/wgEncodeSydhTfbsGm12878Chd1a301218aIggmusSig.bigWig"
"CHD2_(AB68301)","GM12878","wgEncodeSydhTfbs","IgG-mus","wgEncodeEH000706","ChipSeq","ENCODE Jan 2011 Freeze",,#2011-01-18#,#2011-10-18#,"wgEncodeEH001831","GSM935378","Snyder","Stanford","PeakSeq1.0","740448683a57cfc71475d5c19b6e85da",,"hg19","wgEncode",,"exp","798K",,3312,,"wgEncodeSydhTfbsGm12878Chd2ab68301IggmusPk","None","narrowPeak","Peaks","wgEncodeSydhTfbsGm12878Chd2ab68301IggmusPk.narrowPeak.gz","wgEncodeSydhTfbsGm12878Chd2ab68301IggmusPk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeSydhTfbs/wgEncodeSydhTfbsGm12878Chd2ab68301IggmusPk.narrowPeak.gz"
"CHD2_(AB68301)","GM12878","wgEncodeSydhTfbs","IgG-mus","wgEncodeEH000706","ChipSeq","ENCODE Jan 2011 Freeze",,#2011-01-18#,#2011-10-18#,"wgEncodeEH001831","GSM935378","Snyder","Stanford","PeakSeq1.0","9d57ab69f93dd795e314cd55476f33b1",,"hg19","wgEncode",,"exp","312M",,3312,,"wgEncodeSydhTfbsGm12878Chd2ab68301IggmusSig","None","bigWig","Signal","wgEncodeSydhTfbsGm12878Chd2ab68301IggmusSig.bigWig","wgEncodeSydhTfbsGm12878Chd2ab68301IggmusSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeSydhTfbs/wgEncodeSydhTfbsGm12878Chd2ab68301IggmusSig.bigWig"
"COREST_(sc-30189)","GM12878","wgEncodeSydhTfbs","IgG-mus","wgEncodeEH000706","ChipSeq","ENCODE Mar 2012 Freeze",,#2012-02-27#,#2012-11-27#,"wgEncodeEH002841","GSM935583","Snyder","Stanford","PeakSeq1.0","c868a977fd1c2439d38fbe8ef9cc8d79",,,"wgEncode",,"exp","780K",,5473,,"wgEncodeSydhTfbsGm12878Corestsc30189IggmusPk","None","narrowPeak","Peaks","wgEncodeSydhTfbsGm12878Corestsc30189IggmusPk.narrowPeak.gz","wgEncodeSydhTfbsGm12878Corestsc30189IggmusPk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeSydhTfbs/wgEncodeSydhTfbsGm12878Corestsc30189IggmusPk.narrowPeak.gz"
"COREST_(sc-30189)","GM12878","wgEncodeSydhTfbs","IgG-mus","wgEncodeEH000706","ChipSeq","ENCODE Mar 2012 Freeze",,#2012-02-27#,#2012-11-27#,"wgEncodeEH002841","GSM935583","Snyder","Stanford","PeakSeq1.0","53548b3017bb9834d923950ba906e03f",,,"wgEncode",,"exp","325M",,5473,,"wgEncodeSydhTfbsGm12878Corestsc30189IggmusSig","None","bigWig","Signal","wgEncodeSydhTfbsGm12878Corestsc30189IggmusSig.bigWig","wgEncodeSydhTfbsGm12878Corestsc30189IggmusSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeSydhTfbs/wgEncodeSydhTfbsGm12878Corestsc30189IggmusSig.bigWig"
"CTCF_(SC-15914)","GM12878","wgEncodeSydhTfbs","std","wgEncodeEH000625","ChipSeq","ENCODE Jan 2011 Freeze",,#2011-01-20#,#2011-10-19#,"wgEncodeEH001851","GSM935611","Snyder","Stanford","PeakSeq1.0","516f23be901386790d57744858feb099",,"hg19","wgEncode",,"exp","1.5M",,3403,,"wgEncodeSydhTfbsGm12878Ctcfsc15914c20StdPk","None","narrowPeak","Peaks","wgEncodeSydhTfbsGm12878Ctcfsc15914c20StdPk.narrowPeak.gz","wgEncodeSydhTfbsGm12878Ctcfsc15914c20StdPk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeSydhTfbs/wgEncodeSydhTfbsGm12878Ctcfsc15914c20StdPk.narrowPeak.gz"
"CTCF_(SC-15914)","GM12878","wgEncodeSydhTfbs","std","wgEncodeEH000625","ChipSeq","ENCODE Jan 2011 Freeze",,#2011-01-20#,#2011-10-19#,"wgEncodeEH001851","GSM935611","Snyder","Stanford","PeakSeq1.0","d806bfbb7d266c4a66bee9219551bbcb",,"hg19","wgEncode",,"exp","274M",,3403,,"wgEncodeSydhTfbsGm12878Ctcfsc15914c20StdSig","None","bigWig","Signal","wgEncodeSydhTfbsGm12878Ctcfsc15914c20StdSig.bigWig","wgEncodeSydhTfbsGm12878Ctcfsc15914c20StdSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeSydhTfbs/wgEncodeSydhTfbsGm12878Ctcfsc15914c20StdSig.bigWig"
"E2F4","GM12878","wgEncodeSydhTfbs","IgG-mus","wgEncodeEH000706","ChipSeq","ENCODE Mar 2012 Freeze",,#2012-03-30#,#2012-12-29#,"wgEncodeEH002867","GSM935330","Snyder","Stanford","PeakSeq1.0","d91c60a45bde38fbb0180074759b8c03",,,"wgEncode",,"exp","142K",,6578,,"wgEncodeSydhTfbsGm12878E2f4IggmusPk","None","narrowPeak","Peaks","wgEncodeSydhTfbsGm12878E2f4IggmusPk.narrowPeak.gz","wgEncodeSydhTfbsGm12878E2f4IggmusPk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeSydhTfbs/wgEncodeSydhTfbsGm12878E2f4IggmusPk.narrowPeak.gz"
"E2F4","GM12878","wgEncodeSydhTfbs","IgG-mus","wgEncodeEH000706","ChipSeq","ENCODE Mar 2012 Freeze",,#2012-03-30#,#2012-12-29#,"wgEncodeEH002867","GSM935330","Snyder","Stanford","PeakSeq1.0","20869ed39ea25615b34d6e6f732aff06",,,"wgEncode",,"exp","245M",,6578,,"wgEncodeSydhTfbsGm12878E2f4IggmusSig","None","bigWig","Signal","wgEncodeSydhTfbsGm12878E2f4IggmusSig.bigWig","wgEncodeSydhTfbsGm12878E2f4IggmusSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeSydhTfbs/wgEncodeSydhTfbsGm12878E2f4IggmusSig.bigWig"
"EBF1_(SC-137065)","GM12878","wgEncodeSydhTfbs","std","wgEncodeEH000625","ChipSeq","ENCODE Jan 2011 Freeze",,#2011-01-18#,#2011-10-18#,"wgEncodeEH001832","GSM935375","Snyder","Stanford","PeakSeq1.0","17446b393c16c1c904c2892dffa5086a",,"hg19","wgEncode",,"exp","1.7M",,3313,,"wgEncodeSydhTfbsGm12878Ebf1sc137065StdPk","None","narrowPeak","Peaks","wgEncodeSydhTfbsGm12878Ebf1sc137065StdPk.narrowPeak.gz","wgEncodeSydhTfbsGm12878Ebf1sc137065StdPk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeSydhTfbs/wgEncodeSydhTfbsGm12878Ebf1sc137065StdPk.narrowPeak.gz"
"EBF1_(SC-137065)","GM12878","wgEncodeSydhTfbs","std","wgEncodeEH000625","ChipSeq","ENCODE Jan 2011 Freeze",,#2011-01-18#,#2011-10-18#,"wgEncodeEH001832","GSM935375","Snyder","Stanford","PeakSeq1.0","166e1963016de1c4ec430b2a2e270706",,"hg19","wgEncode",,"exp","346M",,3313,,"wgEncodeSydhTfbsGm12878Ebf1sc137065StdSig","None","bigWig","Signal","wgEncodeSydhTfbsGm12878Ebf1sc137065StdSig.bigWig","wgEncodeSydhTfbsGm12878Ebf1sc137065StdSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeSydhTfbs/wgEncodeSydhTfbsGm12878Ebf1sc137065StdSig.bigWig"
"ELK1_(1277-1)","GM12878","wgEncodeSydhTfbs","IgG-mus","wgEncodeEH000706","ChipSeq","ENCODE Mar 2012 Freeze",,#2012-02-28#,#2012-11-28#,"wgEncodeEH002851","GSM935345","Snyder","Stanford","PeakSeq1.0","063c0a3aaaeb7ad1a3f0d5ef6aff0efa",,,"wgEncode",,"exp","525K",,5460,,"wgEncodeSydhTfbsGm12878Elk112771IggmusPk","None","narrowPeak","Peaks","wgEncodeSydhTfbsGm12878Elk112771IggmusPk.narrowPeak.gz","wgEncodeSydhTfbsGm12878Elk112771IggmusPk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeSydhTfbs/wgEncodeSydhTfbsGm12878Elk112771IggmusPk.narrowPeak.gz"
"ELK1_(1277-1)","GM12878","wgEncodeSydhTfbs","IgG-mus","wgEncodeEH000706","ChipSeq","ENCODE Mar 2012 Freeze",,#2012-02-28#,#2012-11-28#,"wgEncodeEH002851","GSM935345","Snyder","Stanford","PeakSeq1.0","34b6c917cf553e92c29cbdce45d358ff",,,"wgEncode",,"exp","396M",,5460,,"wgEncodeSydhTfbsGm12878Elk112771IggmusSig","None","bigWig","Signal","wgEncodeSydhTfbsGm12878Elk112771IggmusSig.bigWig","wgEncodeSydhTfbsGm12878Elk112771IggmusSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeSydhTfbs/wgEncodeSydhTfbsGm12878Elk112771IggmusSig.bigWig"
"ERRA","GM12878","wgEncodeSydhTfbs","IgG-rab","wgEncodeEH000771","ChipSeq","ENCODE Jul 2012 Freeze",,#2012-08-01#,#2013-05-01#,"wgEncodeEH003387","GSM1003605","Snyder","Stanford",,"846ae6723c2d5f31c74ce7cdb260b991",,,"wgEncode",,"exp","43K",,7850,,"wgEncodeSydhTfbsGm12878ErraIggrabPk","None","narrowPeak","Peaks","wgEncodeSydhTfbsGm12878ErraIggrabPk.narrowPeak.gz","wgEncodeSydhTfbsGm12878ErraIggrabPk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeSydhTfbs/wgEncodeSydhTfbsGm12878ErraIggrabPk.narrowPeak.gz"
"ERRA","GM12878","wgEncodeSydhTfbs","IgG-rab","wgEncodeEH000771","ChipSeq","ENCODE Jul 2012 Freeze",,#2012-08-01#,#2013-05-01#,"wgEncodeEH003387","GSM1003605","Snyder","Stanford",,"f24daba4abdd9cbb7c633a21791de4cf",,,"wgEncode",,"exp","628M",,7850,,"wgEncodeSydhTfbsGm12878ErraIggrabSig","None","bigWig","Signal","wgEncodeSydhTfbsGm12878ErraIggrabSig.bigWig","wgEncodeSydhTfbsGm12878ErraIggrabSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeSydhTfbs/wgEncodeSydhTfbsGm12878ErraIggrabSig.bigWig"
"GCN5","GM12878","wgEncodeSydhTfbs","std","wgEncodeEH000625","ChipSeq","ENCODE Jan 2011 Freeze",,#2011-01-21#,#2011-10-20#,"wgEncodeEH001874","GSM935415","Snyder","Harvard","PeakSeq1.0","e68a4541c27187def818d75ea1a16503",,"hg19","wgEncode",,"exp","61K",,3399,,"wgEncodeSydhTfbsGm12878Gcn5StdPk","None","narrowPeak","Peaks","wgEncodeSydhTfbsGm12878Gcn5StdPk.narrowPeak.gz","wgEncodeSydhTfbsGm12878Gcn5StdPk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeSydhTfbs/wgEncodeSydhTfbsGm12878Gcn5StdPk.narrowPeak.gz"
"GCN5","GM12878","wgEncodeSydhTfbs","std","wgEncodeEH000625","ChipSeq","ENCODE Jan 2011 Freeze",,#2011-01-21#,#2011-10-20#,"wgEncodeEH001874","GSM935415","Snyder","Harvard","PeakSeq1.0","cc0fd6757e7faf9ca81dbb1d59aeee08",,"hg19","wgEncode",,"exp","283M",,3399,,"wgEncodeSydhTfbsGm12878Gcn5StdSig","None","bigWig","Signal","wgEncodeSydhTfbsGm12878Gcn5StdSig.bigWig","wgEncodeSydhTfbsGm12878Gcn5StdSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeSydhTfbs/wgEncodeSydhTfbsGm12878Gcn5StdSig.bigWig"
"IKZF1_(IkN)_(UCLA)","GM12878","wgEncodeSydhTfbs","std","wgEncodeEH000625","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-12-18#,#2012-09-18#,"wgEncodeEH002811","GSM935442","Snyder","USC","PeakSeq1.0","c9cad861697c5dbe74451345e2ca78af",,,"wgEncode",,"exp","500K",,5253,,"wgEncodeSydhTfbsGm12878Ikzf1iknuclaStdPk","None","narrowPeak","Peaks","wgEncodeSydhTfbsGm12878Ikzf1iknuclaStdPk.narrowPeak.gz","wgEncodeSydhTfbsGm12878Ikzf1iknuclaStdPk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeSydhTfbs/wgEncodeSydhTfbsGm12878Ikzf1iknuclaStdPk.narrowPeak.gz"
"IKZF1_(IkN)_(UCLA)","GM12878","wgEncodeSydhTfbs","std","wgEncodeEH000625","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-12-18#,#2012-09-18#,"wgEncodeEH002811","GSM935442","Snyder","USC","PeakSeq1.0","6d7e34e51d59f22fa463188b21197452",,,"wgEncode",,"exp","390M",,5253,,"wgEncodeSydhTfbsGm12878Ikzf1iknuclaStdSig","None","bigWig","Signal","wgEncodeSydhTfbsGm12878Ikzf1iknuclaStdSig.bigWig","wgEncodeSydhTfbsGm12878Ikzf1iknuclaStdSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeSydhTfbs/wgEncodeSydhTfbsGm12878Ikzf1iknuclaStdSig.bigWig"
"Input","GM12878","wgEncodeSydhTfbs","IgG-mus","wgEncodeEH000706","ChipSeq","ENCODE Jan 2011 Freeze",,#2010-12-02#,#2011-09-01#,"wgEncodeEH000706","GSM935390","Snyder","Stanford",,"d67b78875cc503c33fc5e69cd84be4dd",,"hg18","wgEncode",,"input","286M",,3053,,"wgEncodeSydhTfbsGm12878InputIggmusSig","None","bigWig","Signal","wgEncodeSydhTfbsGm12878InputIggmusSig.bigWig","wgEncodeSydhTfbsGm12878InputIggmusSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeSydhTfbs/wgEncodeSydhTfbsGm12878InputIggmusSig.bigWig"
"Input","GM12878","wgEncodeSydhTfbs","IgG-rab","wgEncodeEH000771","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-07-27#,#2012-04-27#,"wgEncodeEH000771","GSM935450","Snyder","Stanford","PeakSeq1.0","74e3dd7c293d68550f784e7fada54083",,"hg18","wgEncode",,"input","175M",,4618,,"wgEncodeSydhTfbsGm12878InputIggrabSig","None","bigWig","Signal","wgEncodeSydhTfbsGm12878InputIggrabSig.bigWig","wgEncodeSydhTfbsGm12878InputIggrabSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeSydhTfbs/wgEncodeSydhTfbsGm12878InputIggrabSig.bigWig"
"Input","GM12878","wgEncodeSydhTfbs","std","wgEncodeEH000625","ChipSeq","ENCODE Jan 2011 Freeze",,#2010-12-02#,#2011-09-01#,"wgEncodeEH000625","GSM935413","Snyder","Yale",,"51a897284454a8d4e9b95d8e09a4cea0",,"hg18","wgEncode",,"input","289M",,3053,,"wgEncodeSydhTfbsGm12878InputStdSig","None","bigWig","Signal","wgEncodeSydhTfbsGm12878InputStdSig.bigWig","wgEncodeSydhTfbsGm12878InputStdSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeSydhTfbs/wgEncodeSydhTfbsGm12878InputStdSig.bigWig"
"Input","GM12878","wgEncodeSydhTfbs","IgG-rab","wgEncodeEH002034","ChipSeq","ENCODE Jan 2011 Freeze",,#2010-12-02#,#2011-09-01#,"wgEncodeEH002034","GSM935564","Snyder","Stanford",,"ba5a8d799cf97560dbb40b95073cffe5",,"hg18","wgEncode",,"input","414M",,3053,,"wgEncodeSydhTfbsGm12878InputTnfaIggrabSig","TNFa","bigWig","Signal","wgEncodeSydhTfbsGm12878InputTnfaIggrabSig.bigWig","wgEncodeSydhTfbsGm12878InputTnfaIggrabSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeSydhTfbs/wgEncodeSydhTfbsGm12878InputTnfaIggrabSig.bigWig"
"IRF3","GM12878","wgEncodeSydhTfbs","IgG-mus","wgEncodeEH000706","ChipSeq","ENCODE Jan 2011 Freeze",,#2010-10-20#,#2011-07-20#,"wgEncodeEH001809","GSM935651","Snyder","Stanford","PeakSeq1.0.  Because of the common difficulty in achieving strong signal with the GM12878 cell line, we submit this dataset, although it narrowly misses the peak concordance standard.","16c07e6692536c56243b4faf6c4b6c2a",,"hg19","wgEncode",,"exp","284K",,2524,,"wgEncodeSydhTfbsGm12878Irf3IggmusPk","None","narrowPeak","Peaks","wgEncodeSydhTfbsGm12878Irf3IggmusPk.narrowPeak.gz","wgEncodeSydhTfbsGm12878Irf3IggmusPk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeSydhTfbs/wgEncodeSydhTfbsGm12878Irf3IggmusPk.narrowPeak.gz"
"IRF3","GM12878","wgEncodeSydhTfbs","IgG-mus","wgEncodeEH000706","ChipSeq","ENCODE Jan 2011 Freeze",,#2010-10-20#,#2011-07-20#,"wgEncodeEH001809","GSM935651","Snyder","Stanford","PeakSeq1.0","937ffd69e5d4ed84a2d3a84f25285027",,"hg19","wgEncode",,"exp","295M",,2524,,"wgEncodeSydhTfbsGm12878Irf3IggmusSig","None","bigWig","Signal","wgEncodeSydhTfbsGm12878Irf3IggmusSig.bigWig","wgEncodeSydhTfbsGm12878Irf3IggmusSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeSydhTfbs/wgEncodeSydhTfbsGm12878Irf3IggmusSig.bigWig"
"JunD","GM12878","wgEncodeSydhTfbs","IgG-rab","wgEncodeEH000771","ChipSeq","ENCODE Jul 2012 Freeze",,#2012-07-01#,#2013-03-30#,"wgEncodeEH003370","GSM1003634","Snyder","Stanford",,"145c3dff7d66fde17883776c2756fd77",,,"wgEncode",,"exp","57K",,7296,,"wgEncodeSydhTfbsGm12878JundIggrabPk","None","narrowPeak","Peaks","wgEncodeSydhTfbsGm12878JundIggrabPk.narrowPeak.gz","wgEncodeSydhTfbsGm12878JundIggrabPk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeSydhTfbs/wgEncodeSydhTfbsGm12878JundIggrabPk.narrowPeak.gz"
"JunD","GM12878","wgEncodeSydhTfbs","IgG-rab","wgEncodeEH000771","ChipSeq","ENCODE Jul 2012 Freeze",,#2012-07-01#,#2013-03-30#,"wgEncodeEH003370","GSM1003634","Snyder","Stanford",,"0b93d2f124b2d7034f942bd5974cfd84",,,"wgEncode",,"exp","444M",,7296,,"wgEncodeSydhTfbsGm12878JundIggrabSig","None","bigWig","Signal","wgEncodeSydhTfbsGm12878JundIggrabSig.bigWig","wgEncodeSydhTfbsGm12878JundIggrabSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeSydhTfbs/wgEncodeSydhTfbsGm12878JundIggrabSig.bigWig"
"JunD","GM12878","wgEncodeSydhTfbs","std","wgEncodeEH000625","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-06-03#,#2012-03-03#,"wgEncodeEH000639","GSM935541","Snyder","Yale",,"fcccd0ed536c0c17929a02785f58bb49",,"hg18","wgEncode",,"exp","24K",,4165,,"wgEncodeSydhTfbsGm12878JundStdPk","None","narrowPeak","Peaks","wgEncodeSydhTfbsGm12878JundStdPk.narrowPeak.gz","wgEncodeSydhTfbsGm12878JundStdPk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeSydhTfbs/wgEncodeSydhTfbsGm12878JundStdPk.narrowPeak.gz"
"JunD","GM12878","wgEncodeSydhTfbs","std","wgEncodeEH000625","ChipSeq","ENCODE Jan 2011 Freeze",,#2010-12-02#,#2011-09-01#,"wgEncodeEH000639","GSM935541","Snyder","Yale",,"deed005ead52aa1fccb8b36372e97f22",,"hg18","wgEncode",,"exp","253M",,3053,,"wgEncodeSydhTfbsGm12878JundStdSig","None","bigWig","Signal","wgEncodeSydhTfbsGm12878JundStdSig.bigWig","wgEncodeSydhTfbsGm12878JundStdSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeSydhTfbs/wgEncodeSydhTfbsGm12878JundStdSig.bigWig"
"MafK_(ab50322)","GM12878","wgEncodeSydhTfbs","IgG-mus","wgEncodeEH000706","ChipSeq","ENCODE Jul 2012 Freeze",,#2012-06-30#,#2013-03-30#,"wgEncodeEH003361","GSM1003616","Snyder","Stanford",,"f77d9e4af41c62fa20014e547bd3a00a",,,"wgEncode",,"exp","67K",,7287,,"wgEncodeSydhTfbsGm12878MafkIggmusPk","None","narrowPeak","Peaks","wgEncodeSydhTfbsGm12878MafkIggmusPk.narrowPeak.gz","wgEncodeSydhTfbsGm12878MafkIggmusPk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeSydhTfbs/wgEncodeSydhTfbsGm12878MafkIggmusPk.narrowPeak.gz"
"MafK_(ab50322)","GM12878","wgEncodeSydhTfbs","IgG-mus","wgEncodeEH000706","ChipSeq","ENCODE Jul 2012 Freeze",,#2012-06-30#,#2013-03-30#,"wgEncodeEH003361","GSM1003616","Snyder","Stanford",,"58f61f452aff61fcaed48749bed878a0",,,"wgEncode",,"exp","606M",,7287,,"wgEncodeSydhTfbsGm12878MafkIggmusSig","None","bigWig","Signal","wgEncodeSydhTfbsGm12878MafkIggmusSig.bigWig","wgEncodeSydhTfbsGm12878MafkIggmusSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeSydhTfbs/wgEncodeSydhTfbsGm12878MafkIggmusSig.bigWig"
"Max","GM12878","wgEncodeSydhTfbs","IgG-mus","wgEncodeEH000706","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-12-18#,#2012-09-18#,"wgEncodeEH002806","GSM935518","Snyder","Stanford","PeakSeq1.0","333b325248282e3b6b391937a21bca85",,,"wgEncode",,"exp","785K",,5259,,"wgEncodeSydhTfbsGm12878MaxIggmusPk","None","narrowPeak","Peaks","wgEncodeSydhTfbsGm12878MaxIggmusPk.narrowPeak.gz","wgEncodeSydhTfbsGm12878MaxIggmusPk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeSydhTfbs/wgEncodeSydhTfbsGm12878MaxIggmusPk.narrowPeak.gz"
"Max","GM12878","wgEncodeSydhTfbs","IgG-mus","wgEncodeEH000706","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-12-18#,#2012-09-18#,"wgEncodeEH002806","GSM935518","Snyder","Stanford","PeakSeq1.0","82ff6b69a53e9167e0118fb5decfd75e",,,"wgEncode",,"exp","380M",,5259,,"wgEncodeSydhTfbsGm12878MaxIggmusSig","None","bigWig","Signal","wgEncodeSydhTfbsGm12878MaxIggmusSig.bigWig","wgEncodeSydhTfbsGm12878MaxIggmusSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeSydhTfbs/wgEncodeSydhTfbsGm12878MaxIggmusSig.bigWig"
"Max","GM12878","wgEncodeSydhTfbs","std","wgEncodeEH000625","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-06-03#,#2012-03-03#,"wgEncodeEH000623",,"Snyder","Yale",,"c30d1e5638afe51c89669c77ed0d15cf","replaced - Replaced by wgEncodeEH002806, since this experiment which was relatively undersequenced due to technological limitations at the time it was completed.","hg18","wgEncode",,"exp","11K",,4165,,"wgEncodeSydhTfbsGm12878MaxStdPk","None","narrowPeak","Peaks","wgEncodeSydhTfbsGm12878MaxStdPk.narrowPeak.gz","wgEncodeSydhTfbsGm12878MaxStdPk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeSydhTfbs/wgEncodeSydhTfbsGm12878MaxStdPk.narrowPeak.gz"
